type,artist,song_title,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence
indie,Halsey,Without Me,97,0.297,0.752,201661,0.488,9.11E-06,0.0936,-7.05,1,0.0705,136.041,0.533
indie,YUNGBLUD,11 Minutes (with Halsey feat. Travis Barker),87,0.0116,0.464,239507,0.852,0,0.108,-3.804,1,0.067,160.075,0.233
indie,Grouplove,Tongue Tied,80,0.00847,0.56,218013,0.936,0,0.161,-5.835,1,0.0439,112.96,0.371
indie,The Killers,Mr. Brightside,80,0.00108,0.33,222587,0.936,0,0.0926,-3.66,1,0.0917,148.112,0.234
indie,Lord Huron,The Night We Met,78,0.968,0.441,208227,0.379,0.262,0.639,-9.545,1,0.0449,174.118,0.105
indie,Rex Orange County,Loving Is Easy,80,0.217,0.756,155720,0.609,0.00474,0.096,-7.927,1,0.0544,117.023,0.537
indie,Halsey,Bad At Love,81,0.0604,0.675,181279,0.751,0,0.0893,-3.539,1,0.0296,118.384,0.612
indie,Rex Orange County,Sunflower,80,0.646,0.384,252231,0.765,0.00352,0.522,-4.463,1,0.0579,129.903,0.567
indie,Bryce Vine,Drew Barrymore,78,0.493,0.763,190472,0.572,0.00118,0.106,-7.312,0,0.0595,151.93,0.25
indie,Dermot Kennedy,Power Over Me,84,0.0519,0.42,206960,0.843,0,0.106,-4.231,0,0.121,173.827,0.491
indie,Rex Orange County,Best Friend,79,0.395,0.575,262231,0.714,0,0.115,-5.247,1,0.0596,144.982,0.32
indie,James Blake,Mile High (feat. Travis Scott & Metro Boomin),79,0.403,0.754,193600,0.37,6.22E-05,0.107,-9.854,0,0.12,114.941,0.228
indie,Vance Joy,Riptide,78,0.431,0.484,204280,0.731,0,0.151,-6.694,1,0.0379,101.654,0.51
indie,Halsey,Without Me (with Juice WRLD),81,0.351,0.742,228816,0.515,0,0.184,-6.103,1,0.0747,136.02,0.452
indie,Foster The People,Pumped Up Kicks,83,0.145,0.733,239600,0.71,0.115,0.0956,-5.849,0,0.0292,127.975,0.965
indie,lovelytheband,broken,78,0.00175,0.666,204878,0.728,4.26E-06,0.0429,-5.808,1,0.0419,122.996,0.51
indie,Peter Manos,In My Head,80,0.745,0.499,214533,0.181,0.00123,0.106,-15.359,0,0.0429,111.956,0.0747
indie,G-Eazy,Him & I (with Halsey),82,0.0534,0.589,268867,0.731,0,0.308,-6.343,1,0.0868,87.908,0.191
indie,WALK THE MOON,Shut Up and Dance,80,0.00701,0.578,199080,0.866,0,0.257,-3.804,1,0.0619,128.038,0.619
indie,FLETCHER,Undrunk,76,0.455,0.679,183428,0.572,2.41E-06,0.127,-6.703,1,0.0781,92.859,0.542
indie,G-Eazy,West Coast,76,0.0729,0.843,139610,0.806,0,0.758,-5.156,1,0.367,97.858,0.821
indie,Arctic Monkeys,Do I Wanna Know?,84,0.186,0.548,272394,0.532,0.000263,0.217,-7.596,1,0.0323,85.03,0.405
indie,Cage The Elephant,Ain't No Rest for the Wicked,74,0.0438,0.634,175493,0.849,0,0.363,-7.075,1,0.105,156.004,0.919
indie,BØRNS,Electric Love,74,0.00543,0.611,218107,0.797,0.00137,0.26,-7.627,0,0.0533,120.041,0.518
indie,Bruno Major,Easily,73,0.491,0.772,210240,0.256,0.00612,0.144,-8.545,0,0.0481,118.902,0.357
indie,Foster The People,Sit Next to Me,76,0.117,0.638,243147,0.738,0.000384,0.689,-4.976,0,0.0292,97.021,0.657
indie,Christian French,By Myself,74,0.359,0.685,184625,0.553,0,0.654,-6.965,0,0.0667,130.022,0.695
indie,Edward Sharpe & The Magnetic Zeros,Home,74,0.292,0.542,303200,0.589,0.000522,0.177,-6.623,1,0.0318,111.665,0.137
indie,gianni & kyle,do u even miss me at all?,76,0.384,0.819,177600,0.519,0,0.0899,-7.16,0,0.0768,100.039,0.452
indie,G-Eazy,No Limit,78,0.0117,0.838,245387,0.771,0,0.0853,-3.791,1,0.244,175.957,0.405
indie,Louis The Child,Better Not (with Wafia),75,0.278,0.783,222866,0.537,0,0.229,-2.921,1,0.0795,113.988,0.393
indie,Two Feet,Go Fuck Yourself,80,0.571,0.765,129600,0.327,0.0479,0.0787,-8.029,1,0.277,74.931,0.292
indie,The Lumineers,Ho Hey,70,0.794,0.685,163133,0.466,2.06E-06,0.0915,-9.074,1,0.0304,79.936,0.353
indie,alt-J,Breezeblocks,71,0.096,0.616,227080,0.656,0.000879,0.205,-7.298,1,0.0344,150.071,0.286
indie,Ruth B.,Lost Boy,78,0.965,0.71,275280,0.0565,0,0.0889,-15.099,1,0.0534,123.994,0.348
indie,Pink Sweat$,Honesty,77,0.919,0.616,191000,0.204,0,0.106,-11.421,0,0.0331,79.826,0.419
indie,MGMT,Electric Feel,77,0.0714,0.763,229640,0.807,0.28,0.348,-3.714,1,0.035,103.038,0.559
indie,Quinn XCII,Flare Guns,74,0.26,0.812,240013,0.472,0,0.285,-6.806,0,0.0603,92.951,0.457
indie,Christian Leave,Please Notice,74,0.843,0.55,116667,0.271,3.21E-06,0.107,-8.451,1,0.0297,111.344,0.198
indie,Vampire Weekend,Harmony Hall,76,0.475,0.653,308733,0.76,0.000129,0.0917,-6.086,1,0.0479,98.008,0.6
indie,G-Eazy,1942,76,0.0152,0.817,213080,0.646,0,0.125,-5.12,0,0.249,162.898,0.835
indie,Shoffy,Cool Again,74,0.443,0.774,191935,0.45,3.28E-05,0.127,-6.86,1,0.0896,90.055,0.648
indie,The White Stripes,Seven Nation Army,76,0.00817,0.737,231733,0.463,0.447,0.255,-7.828,1,0.0792,123.881,0.324
indie,Alex & Sierra,Little Do You Know,81,0.746,0.5,185200,0.292,0,0.188,-8.554,1,0.0323,145.879,0.37
indie,Cage The Elephant,Cigarette Daydreams,71,0.0801,0.635,208760,0.675,0,0.0831,-3.445,1,0.0263,113.946,0.273
indie,Rex Orange County,New House,74,0.807,0.402,199052,0.378,0,0.242,-8.682,0,0.0436,73.262,0.317
indie,Olivia O'Brien,hate u love u,80,0.71,0.401,175467,0.398,0,0.0962,-8.993,0,0.183,180.293,0.265
indie,G-Eazy,"Me, Myself & I",79,0.0186,0.757,251467,0.672,0,0.158,-6.524,0,0.0955,111.996,0.382
indie,Halsey,Gasoline,76,0.223,0.731,199593,0.58,0,0.129,-7.328,0,0.0399,119.997,0.319
indie,Halsey,Now Or Never,76,0.107,0.67,214802,0.585,1.11E-06,0.131,-4.861,0,0.0354,110.03,0.447
indie,SYML,Where's My Love - Piano Solo,75,0.989,0.539,274493,0.0511,0.928,0.127,-16.503,1,0.0588,179.994,0.135
indie,Vance Joy,Georgia,73,0.312,0.388,230507,0.66,0.000307,0.0943,-7.372,1,0.0308,143.554,0.401
indie,The Lumineers,Ophelia,70,0.613,0.664,160097,0.573,0.000363,0.0857,-6.519,1,0.0277,76.023,0.566
indie,The Head and the Heart,Rivers and Roads,70,0.699,0.494,284000,0.194,2.98E-05,0.0803,-8.965,1,0.0352,135.753,0.161
indie,Kings of Leon,Sex on Fire,81,0.00172,0.542,203347,0.905,0.0104,0.136,-5.653,1,0.054,153.398,0.374
indie,Rex Orange County,Corduroy Dreams,74,0.653,0.61,206975,0.305,0,0.103,-14.037,1,0.053,113.818,0.222
indie,Modest Mouse,Float On,72,0.013,0.649,208467,0.888,2.23E-06,0.0888,-4.807,1,0.0293,100.975,0.553
indie,Young the Giant,Superposition,72,0.00289,0.593,230960,0.697,0.0257,0.14,-5.416,1,0.0399,170,0.428
indie,Sasha Sloan,Older,68,0.725,0.581,184893,0.298,0,0.116,-9.54,1,0.0698,63.761,0.168
indie,G-Eazy,I Mean It,75,0.125,0.712,236480,0.562,0,0.136,-6.008,1,0.129,140,0.142
indie,The Walters,I Love You So,70,0.65,0.578,160254,0.669,0,0.13,-4.898,1,0.0377,75.995,0.503
indie,Cage The Elephant,Ready To Let Go,73,0.0109,0.72,187973,0.893,2.52E-05,0.0729,-3.279,1,0.0376,100.96,0.795
indie,Mac DeMarco,Chamber Of Reflection,71,0.263,0.537,231724,0.558,0.91,0.102,-8.678,1,0.0929,131.037,0.505
indie,The Lumineers,Sleep On The Floor,69,0.249,0.389,211851,0.431,0,0.13,-8.061,1,0.0344,142.14,0.275
indie,DaniLeigh,Lil Bebe (feat. Lil Baby) - Remix,76,0.0481,0.856,174720,0.485,0,0.108,-5.519,0,0.0597,136.005,0.0929
indie,Ari Lennox,Shea Butter Baby (with J. Cole),77,0.134,0.702,210590,0.614,0.00391,0.173,-4.385,1,0.0786,155.173,0.047
indie,Death Cab for Cutie,I Will Follow You Into The Dark,67,0.924,0.517,189187,0.206,0,0.118,-12.233,1,0.0421,80.401,0.489
indie,Clairo,4EVER,71,0.049,0.75,159595,0.585,0.00552,0.155,-7.576,0,0.0285,102.331,0.584
indie,Charlotte Lawrence,Stole Your Car,75,0.0729,0.659,215786,0.712,3.04E-05,0.367,-5.61,0,0.0782,101.034,0.202
indie,Quinn XCII,Straightjacket,72,0.153,0.838,206533,0.546,0,0.0656,-6.811,0,0.295,137.027,0.745
indie,Ruel,Younger,78,0.202,0.745,222320,0.477,0,0.12,-7.706,0,0.088,136.055,0.454
indie,Fitz and The Tantrums,HandClap,68,0.00609,0.636,193253,0.836,0.000157,0.0828,-3.004,1,0.0427,139.956,0.715
indie,Tyler Childers,Feathered Indians,68,0.75,0.536,224947,0.574,0.00277,0.105,-6.705,1,0.0254,87.194,0.877
indie,Quinn XCII,U & Us,71,0.087,0.605,226000,0.73,0.00269,0.187,-7.871,1,0.0425,130.025,0.263
indie,Kings of Leon,Use Somebody,77,0.00552,0.276,230760,0.715,0.000417,0.201,-5.356,1,0.0432,137.028,0.173
indie,boy pablo,Everytime,71,0.0252,0.431,172941,0.669,0.0433,0.117,-10.065,1,0.035,203.906,0.855
indie,KALEO,Way Down We Go,76,0.579,0.489,213707,0.505,0.000333,0.104,-8.022,0,0.117,163.255,0.337
indie,No Rome,Narcissist (feat. The 1975),74,0.219,0.543,195502,0.682,1.53E-06,0.085,-5.81,1,0.112,179.972,0.424
indie,Quinn XCII,Tough (feat. Noah Kahan),71,0.388,0.729,178133,0.57,0,0.111,-7.047,1,0.0554,93.125,0.687
indie,Ansel Elgort,Supernova,77,0.0596,0.764,191493,0.618,0,0.194,-5.492,0,0.0873,140.09,0.655
indie,Vance Joy,Saturday Sun,73,0.484,0.637,214720,0.864,0,0.222,-4.381,1,0.0468,99.995,0.706
indie,The Paper Kites,Bloom - Bonus Track,74,0.882,0.592,210080,0.416,0.000586,0.112,-9.794,1,0.0246,96.002,0.417
indie,Tom Walker,Just You and I,80,0.456,0.567,174983,0.696,0,0.113,-5.416,1,0.301,92.061,0.544
indie,Rex Orange County,Television / So Far So Good,72,0.592,0.405,262600,0.505,0,0.121,-7.75,1,0.0458,164.971,0.318
indie,Young the Giant,Cough Syrup,71,0.0343,0.534,249520,0.721,6.24E-06,0.115,-7.307,0,0.0417,128.978,0.225
indie,ayokay,Stay With Me,74,0.489,0.695,189787,0.695,0.00019,0.131,-6.612,1,0.0706,100.021,0.468
indie,Ruel,Dazed & Confused,77,0.102,0.688,189608,0.5,0,0.355,-7.411,1,0.138,127.906,0.418
indie,Houndmouth,Sedona,69,0.0372,0.396,239880,0.677,0.000137,0.112,-7.513,1,0.0354,135.177,0.249
indie,AWOLNATION,Sail,74,0.452,0.825,259102,0.435,0.609,0.0953,-9.582,1,0.0568,119.038,0.243
indie,MGMT,Kids,77,0.00076,0.451,302840,0.931,0.0049,0.361,-3.871,1,0.0719,122.961,0.172
indie,Amber Run,I Found,72,0.862,0.389,273000,0.302,0.00567,0.104,-12.485,0,0.0438,124.956,0.234
indie,Vance Joy,Mess Is Mine,71,0.047,0.595,223640,0.723,0.0286,0.0995,-8.256,1,0.0349,108.043,0.272
indie,The Killers,Somebody Told Me,71,0.000123,0.5,197160,0.975,0.000379,0.104,-3.176,0,0.0824,138.005,0.767
indie,Hippo Campus,Bambi,66,0.0661,0.739,194400,0.471,9.78E-05,0.116,-8.456,1,0.0436,90.002,0.31
indie,Quinn XCII,Always Been You,70,0.334,0.731,235720,0.588,0,0.278,-5.217,1,0.0749,80.019,0.449
indie,The Killers,When You Were Young,75,0.000152,0.467,220427,0.988,0.0484,0.28,-3.313,1,0.112,130.435,0.321
indie,Bon Iver,Skinny Love,71,0.844,0.593,238520,0.263,5.36E-06,0.127,-14.029,0,0.0567,76.379,0.109
indie,MKTO,Classic,78,0.0384,0.72,175427,0.791,0,0.157,-4.689,1,0.124,102.071,0.756
indie,The Temper Trap,Sweet Disposition,66,0.0701,0.531,230800,0.821,0.171,0.124,-6.812,1,0.0439,129.139,0.34
indie,The Shins,New Slang,72,0.605,0.669,231173,0.389,0.16,0.0905,-11.547,1,0.0306,130.015,0.649
indie,Mark Diamond,You're My Girl (Lost Recording #6),73,0.928,0.45,195758,0.189,0.000843,0.104,-11.423,1,0.0519,66.945,0.227
indie,FRENSHIP,Capsize,76,0.0398,0.683,237707,0.708,0.155,0.686,-6.244,0,0.0305,92.991,0.355
indie,Sasha Sloan,Faking It,66,0.32,0.647,167353,0.371,0,0.205,-8.645,0,0.0575,81.094,0.243
indie,Absofacto,Dissolve,70,0.23,0.688,224661,0.582,0.000157,0.0663,-10.668,0,0.0542,85.486,0.872
indie,Vampire Weekend,A-Punk,68,0.0104,0.548,137760,0.816,0.0543,0.152,-4.478,1,0.0499,174.993,0.857
indie,Dermot Kennedy,Lost,73,0.243,0.578,224306,0.731,0,0.112,-5.966,0,0.0922,139.442,0.501
indie,Lost Kings,Don't Kill My High,74,0.0363,0.674,180333,0.932,0,0.0576,-4.876,1,0.0718,144.039,0.826
indie,Loote,Your Side Of The Bed,73,0.0649,0.781,197147,0.742,0,0.293,-4.978,1,0.0296,109.915,0.91
indie,WALK THE MOON,Timebomb,73,0.000276,0.583,218589,0.778,0,0.621,-4.766,1,0.0403,122.053,0.446
indie,Banes World,You Say I'm in Love,69,0.427,0.623,176761,0.285,0.00278,0.189,-16.687,0,0.0538,140.028,0.343
indie,Summer Walker,Session 32,71,0.894,0.574,98027,0.123,0.00111,0.118,-13.959,1,0.196,115.431,0.117
indie,Mac Ayres,Easy,73,0.373,0.722,314358,0.282,0.00557,0.147,-7.484,1,0.106,91.367,0.217
indie,Cage The Elephant,Trouble,72,0.392,0.47,225973,0.623,0.000453,0.0992,-5.655,1,0.0302,77.861,0.298
indie,Maisie Peters,Worst of You,75,0.558,0.741,197369,0.466,0,0.0583,-7.258,1,0.0357,102.058,0.351
indie,Still Woozy,Goodie Bag,74,0.82,0.701,146390,0.529,0.00113,0.249,-12.242,0,0.147,138.216,0.577
indie,Arctic Monkeys,R U Mine?,79,0.00616,0.288,201726,0.758,0,0.303,-5.692,0,0.0371,97.094,0.619
indie,Bon Iver,Holocene,71,0.943,0.375,336613,0.304,0.303,0.126,-14.52,1,0.0302,147.989,0.147
indie,Flume,Never Be Like You (feat. Kai),70,0.453,0.444,234910,0.557,0,0.152,-5.476,1,0.0602,115.058,0.296
indie,Mike Stud,These Days,73,0.533,0.815,268566,0.364,3.52E-05,0.108,-11.158,1,0.375,129.937,0.328
indie,EDEN,XO,71,0.625,0.611,159512,0.39,0,0.118,-5.861,0,0.116,163.897,0.617
indie,Arctic Monkeys,Why'd You Only Call Me When You're High?,78,0.0483,0.691,161124,0.631,1.13E-05,0.104,-6.478,1,0.0368,92.004,0.8
indie,Foreign Air,Free Animal,70,0.0856,0.579,180400,0.584,0,0.0958,-7.151,0,0.0438,80.001,0.393
indie,Ansel Elgort,Thief,75,0.0239,0.665,220680,0.75,0,0.111,-3.769,0,0.0633,89.996,0.365
indie,Ruth B.,Superficial Love,72,0.928,0.477,207973,0.242,0,0.0818,-9.162,1,0.0529,43.509,0.488
indie,Beach House,Space Song,67,0.218,0.509,320467,0.79,0.125,0.144,-7.105,0,0.0293,147.073,0.625
indie,Freya Ridings,Lost Without You,74,0.928,0.409,225076,0.137,0,0.0706,-9.169,1,0.0446,162.08,0.106
indie,Hippo Campus,Buttercup,65,0.199,0.623,226610,0.763,6.52E-06,0.126,-4.412,1,0.0719,108.871,0.199
indie,G-Eazy,Some Kind Of Drug,71,0.0705,0.586,222467,0.525,0,0.0729,-8.968,1,0.498,126.51,0.491
indie,Matt and Kim,Daylight,67,0.0976,0.363,171333,0.802,0.000356,0.167,-4.881,1,0.0394,101.31,0.65
indie,Two Feet,I Feel Like I'm Drowning,75,0.708,0.717,185520,0.577,0.00428,0.0899,-5.436,1,0.0491,104.927,0.235
indie,Mac DeMarco,My Kind of Woman,69,0.00294,0.501,190846,0.765,0.49,0.184,-7.063,0,0.0281,91.769,0.46
indie,James TW,When You Love Someone,81,0.248,0.675,216373,0.444,0,0.0531,-6.067,1,0.028,125.884,0.356
indie,Radiohead,Creep,82,0.0102,0.515,238640,0.43,0.000141,0.129,-9.935,1,0.0369,91.841,0.104
indie,Cold War Kids,First,68,0.0243,0.464,200360,0.713,6.24E-06,0.566,-4.046,1,0.0305,78.008,0.537
indie,Kiiara,Gold,72,0.615,0.6,225882,0.412,0.0025,0.134,-9.343,1,0.344,113.049,0.408
indie,Wild Party,OutRight,68,0.00092,0.54,162453,0.825,0,0.0488,-4.935,1,0.0563,148.059,0.608
indie,Berhana,Grey Luh,70,0.597,0.543,261103,0.298,1.49E-06,0.0804,-9.167,1,0.0683,125.523,0.254
indie,The Head and the Heart,Lost in My Mind,67,0.451,0.375,259120,0.546,0.000312,0.278,-8.16,1,0.0294,95.361,0.37
indie,Anna Clendening,Boys Like You - Acoustic,71,0.928,0.477,238576,0.128,0,0.0875,-14.567,1,0.0707,88.917,0.38
indie,FINNEAS,Let's Fall in Love for the Night,68,0.802,0.737,190348,0.408,0,0.171,-7.941,1,0.104,127.921,0.374
indie,Chelsea Cutler,Your Shirt,70,0.185,0.426,232759,0.476,0,0.327,-6.64,1,0.0741,179.793,0.169
indie,Bright Eyes,First Day Of My Life,71,0.915,0.468,188800,0.201,8.28E-05,0.0952,-17.024,1,0.0388,94.422,0.383
indie,Lost Kings,When We Were Young,74,0.00871,0.547,193911,0.789,0,0.1,-5.619,1,0.042,129.916,0.345
indie,Blanco White,Olalla,74,0.662,0.572,247373,0.409,0.296,0.125,-11.384,1,0.0377,129.983,0.351
indie,Halsey,Without Me - ILLENIUM Remix,73,0.483,0.639,248906,0.71,2.22E-06,0.219,-3.358,1,0.0479,136.004,0.373
indie,Jet,Are You Gonna Be My Girl,77,0.00148,0.613,213800,0.953,0.000582,0.152,-3.435,1,0.0855,105.046,0.537
indie,Goody Grace,Two Shots (feat. gnash),67,0.0542,0.768,179915,0.408,0,0.106,-8.551,0,0.0714,129.96,0.0905
indie,James TW,You & Me,80,0.196,0.714,231653,0.683,7.73E-06,0.102,-6.333,1,0.0443,127.021,0.824
indie,Tate McRae,One Day,70,0.921,0.496,202496,0.116,0,0.0883,-12.147,1,0.0401,109.826,0.362
indie,Goody Grace,Too High (feat. Jesse),68,0.364,0.671,138187,0.589,0,0.1,-7.611,1,0.0503,91.439,0.385
indie,Quinn XCII,Life Must Go On,67,0.126,0.715,185587,0.551,0,0.314,-6.486,1,0.0961,90.924,0.528
indie,Charlotte Lawrence,Sleep Talking,73,0.452,0.661,224224,0.762,0,0.162,-4.307,1,0.0402,101.99,0.583
indie,boy pablo,Feeling Lonely,69,0.014,0.635,197947,0.537,3.72E-05,0.103,-10.45,0,0.0536,117.942,0.885
indie,Quinn XCII,Holding Hands (feat. Elohim),67,0.452,0.67,225493,0.451,3.04E-05,0.119,-9.59,1,0.113,155.98,0.398
indie,Arctic Monkeys,Fluorescent Adolescent,67,0.00178,0.646,173493,0.813,2.26E-05,0.144,-5.29,0,0.0288,112.115,0.821
indie,Kina Grannis,Can’t Help Falling in Love,77,0.905,0.266,201933,0.0596,7.07E-05,0.132,-18.515,1,0.0363,181.74,0.143
indie,Cage The Elephant,Come a Little Closer,67,0.0265,0.44,229347,0.777,1.01E-06,0.151,-1.786,0,0.0327,148.027,0.306
indie,The Lumineers,Stubborn Love,66,0.607,0.598,279000,0.56,0.0432,0.196,-11.679,1,0.0375,115.01,0.221
indie,Charli XCX,1999,83,0.0227,0.739,189000,0.742,1.39E-06,0.229,-4.586,1,0.0329,124.016,0.659
indie,Bryce Vine,La La Land (feat. YG),69,0.223,0.781,177118,0.469,0,0.19,-5.107,0,0.0569,98.013,0.412
indie,Lucky Daye,Roll Some Mo,70,0.258,0.405,292885,0.508,0.0479,0.142,-9.028,1,0.0596,74.701,0.371
indie,SYML,Where's My Love,72,0.853,0.598,202107,0.343,0.0219,0.123,-11.04,0,0.025,103.984,0.419
indie,Band of Horses,The Funeral,72,0.0142,0.316,321147,0.769,0,0.0928,-5.283,0,0.0422,122.507,0.127
indie,Shakey Graves,Tomorrow,69,0.73,0.564,240587,0.354,3.43E-06,0.208,-10.85,1,0.0334,98.075,0.423
indie,Franz Ferdinand,Take Me Out,76,0.000423,0.278,237027,0.676,0.000899,0.136,-8.821,1,0.0371,104.545,0.494
indie,Dermot Kennedy,A closeness,70,0.766,0.47,251173,0.451,0.000232,0.108,-9.369,1,0.0412,77.109,0.501
indie,Rex Orange County,Untitled,70,0.905,0.567,135707,0.199,0,0.131,-9.601,1,0.101,83.827,0.329
indie,Angus & Julia Stone,Big Jet Plane,66,0.239,0.763,239147,0.387,0.00747,0.13,-8.643,0,0.0278,109.957,0.273
indie,Jakob Ogawa,Let It Pass,70,0.0803,0.586,126698,0.614,1.94E-05,0.152,-7.275,1,0.0307,88.222,0.301
indie,COIN,Talk Too Much,67,0.0106,0.598,187813,0.914,1.22E-06,0.369,-3.752,1,0.0878,103.972,0.531
indie,Bea Miller,it's not u it's me,73,0.0204,0.776,194526,0.568,1.69E-05,0.078,-6.419,0,0.125,150.901,0.749
indie,The Band CAMINO,14-Feb,68,0.377,0.607,163690,0.708,0,0.294,-7.428,1,0.0539,97.005,0.551
indie,Two Door Cinema Club,What You Know,66,0.000715,0.561,191707,0.741,1.40E-05,0.0822,-4.239,0,0.0419,139.001,0.776
indie,Yoke Lore,Beige,68,0.381,0.438,204209,0.677,0.0686,0.119,-7.535,1,0.135,167.989,0.214
indie,Olivia O'Brien,RIP (feat. G-Eazy & Drew Love),73,0.422,0.728,200773,0.646,0,0.0899,-4.387,0,0.0463,103.983,0.46
indie,Ella Vos,Temporary,69,0.0348,0.715,151665,0.363,0,0.0637,-8.265,1,0.0433,87.017,0.347
indie,Lord Huron,The Night We Met (feat. Phoebe Bridgers),74,0.962,0.424,208173,0.437,0.336,0.664,-8.588,1,0.0355,174.127,0.131
indie,Local Natives,Dark Days,65,0.109,0.604,180413,0.655,0.0019,0.125,-7.088,1,0.0273,115.038,0.59
indie,Rex Orange County,Happiness,70,0.734,0.399,279693,0.235,1.56E-06,0.161,-9.774,1,0.0334,105.645,0.197
indie,Still Woozy,Habit,71,0.27,0.766,153857,0.402,0.0007,0.106,-11.155,1,0.107,125.107,0.466
indie,Quinn XCII,Another Day in Paradise,66,0.161,0.652,255000,0.802,0,0.143,-5.308,1,0.0669,167.952,0.559
indie,Yoke Lore,Truly Madly Deeply - Recorded at Spotify Studios NYC,69,0.826,0.675,190393,0.368,0.0016,0.136,-14.072,0,0.0374,106.001,0.176
indie,Hoodie Allen,Surprise Party (feat. Blackbear),68,0.00453,0.671,188040,0.699,0.000277,0.173,-4.224,0,0.0647,72.946,0.379
indie,Matt Maeson,Hallucinogenics,66,0.472,0.608,185133,0.601,0,0.242,-8.44,1,0.0507,121.656,0.316
indie,Moon Taxi,Two High,69,0.0505,0.68,213120,0.735,0.00132,0.109,-5.553,0,0.0482,106.994,0.523
indie,Mallrat,Groceries,67,0.131,0.686,217285,0.539,1.94E-05,0.116,-8.623,1,0.0349,115.987,0.186
indie,Rex Orange County,Edition,69,0.807,0.86,115000,0.332,0,0.106,-10.263,1,0.22,140.949,0.26
indie,Matt Maeson,Cringe - Stripped,69,0.896,0.539,219151,0.263,0,0.104,-11.149,1,0.0552,119.671,0.222
indie,Gus Dapperton,"Prune, You Talk Funny",66,0.0177,0.57,212701,0.75,0.00247,0.197,-7.193,0,0.0383,140.063,0.578
indie,EDEN,drugs,69,0.601,0.484,338333,0.444,0,0.238,-6.935,0,0.0636,144.208,0.226
indie,The Kooks,Naive,64,0.0688,0.547,203507,0.816,0,0.127,-6.165,0,0.0624,102.765,0.722
indie,Fitz and The Tantrums,Out Of My League,64,0.0387,0.545,209386,0.968,0.00325,0.331,-3.553,0,0.0853,169.965,0.527
indie,Grouplove,Ways To Go,66,0.00338,0.577,215520,0.827,0.000647,0.26,-7.54,1,0.0365,101.031,0.179
indie,The Head and the Heart,All We Ever Knew,67,0.00224,0.487,225560,0.724,1.03E-05,0.213,-5.905,1,0.0289,102.03,0.546
indie,Capital Cities,Safe And Sound,77,0.000194,0.656,192790,0.821,0.00232,0.101,-4.838,1,0.0325,117.948,0.791
indie,The Glorious Sons,S.O.S. (Sawed Off Shotgun),65,0.00428,0.568,195173,0.961,0,0.138,-2.182,1,0.065,148.126,0.924
indie,Passion Pit,Take a Walk,68,0.0338,0.566,264493,0.755,0,0.315,-5.526,1,0.0368,101.006,0.445
indie,gianni & kyle,pop a pill,69,0.184,0.688,180808,0.551,0,0.159,-6.299,0,0.229,162.118,0.558
indie,gianni & kyle,fuckboi,68,0.143,0.785,192854,0.528,0,0.0442,-7.744,1,0.0551,112.061,0.256
